participant_id,maxpay,maxfare_1,maxfare_2,maxfare_3,maxfare_4,maxfare_5,maxfare_7,conf_right,conf_safetech,conf_safe,supportl_dv_1,supportl_dv_2,supportl_dv_3,supportl_dv_4,supportl_dv_5,supportl_dv_6,acc_blame_programmer,acc_blame_company,acc_blame_govt,acc_blame_other,acc_blame_other_text,reg_focus_safety,reg_focus_innovation,reg_focus_other,reg_focus_other_text,company_purchase_rank_1,company_purchase_rank_2,company_purchase_rank_3,company_purchase_rank_4,company_purchase_rank_5,company_purchase_rank_6,company_purchase_rank_7,opinions,future,you_alone,friends_alone,family_alone,stranger_alone,you_pass,friends_pass,family_pass,stranger_pass,benefits_oe,risks_oe,media,drive,taxi,publictransit,bike,attn2,firstmover_1,firstmover_2,firstmover_3,firstmover_4,firstmover_5,firstmover_6r,race,edu,status,Employment.Status,Sex,Country.of.Birth,First.Language,Ethnicity..Simplified.,Current.Country.of.Residence,Student.Status,Nationality
5dd5adc6ddd1b7000c7b1eed,30000,2,1,2,20,1,1,Not confident at all,Somewhat confident,Somewhat confident,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,0,0,0,100,It really depends on why the AV got into an accident in the first place.,100,0,0,,1,3,2,7,4,6,5,The government,Within 5-10 years,Slightly uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,less traffic less terrible drivers less poulition ,software crashing rebooting shutting down,Within the past month,A few times each month,Never,Never,A few times a year,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,White,Some college,8th Rung,Full-Time,Female,United States,English,Other,United States,No,United States
5dd5c564dba6345955012868,40000,6,7,5,20,5,2,Not confident at all,Very confident,Very confident,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,0,100,0,0,100,92,8,0,100,3,2,4,7,1,6,5,Experts in ethics and social problems,Within 10-20 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,safe easy fun,unsafe scary confusion,Within the past year,A few times per week,Less than once a year,Less than once a year,Daily,A few times a year,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,White,4 year degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5dd6b735af16d3650b783fca,0,10,0,7,20,0,0,Not confident at all,Not confident at all,Not confident at all,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,50,50,0,0,,100,0,0,,3,7,2,4,1,5,6,The government,Within 5-10 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,saves time and stress for human,"accidents, injury, technological failure",Within the past year,A few times per week,Less than once a year,A few times per week,Daily,A few times a year,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,White,Professional degree,5th Rung,Full-Time,Female,United States,English,White,United States,No,United States
5dd6c452deb756649b62fb7f,2.00E+05,8,8,4,20,2,0,Not confident at all,Somewhat confident,Somewhat confident,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Strongly disagree,50,50,0,0,,80,20,0,,1,5,2,4,3,7,6,The general public,Within 10-20 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Slightly uncomfortable,"freedom, convenience, safety","dangerous, expensive, risky",Within the past few months,A few times each month,Once a month,A few times a year,A few times a year,A few times a year,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,White,High school graduate,3rd Rung,Full-Time,Female,United States,English,White,United States,No,Italy
5dd6ca9a45fb05658d7a8443,0,24,1,11,20,1,1,Not very confident,Not very confident,Not very confident,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,50,20,30,0,,100,0,0,,4,2,5,3,7,6,1,Experts in technology,Within 5-10 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,do not support ,Non human error,I have never seen anything about autonomous vehicles,Daily,Less than once a year,Never,Less than once a year,A few times a year,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,White,High school graduate,4th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5dd6d2d11228d9667276c3b7,20000,3,4,1,20,2,1,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,50,50,0,0,,80,20,0,,2,3,1,7,6,5,4,Experts in technology,Within 10-20 years,Moderately comfortable,Extremely comfortable,Moderately comfortable,Neither comfortable nor uncomfortable,Moderately comfortable,Extremely comfortable,Moderately comfortable,Neither comfortable nor uncomfortable,less driving responsibility,faulty computer programming,Within the past year,A few times per week,Less than once a year,Less than once a year,A few times a year,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,"White,Asian,Other",4 year degree,9th Rung,Unemployed (and job seeking),Male,Philippines,Tagalog-Filipino,Mixed,United States,No,United States
5dd7fa1afce606793102da28,0,10,6,10,20,5,4,Not very confident,Not very confident,Not very confident,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Disagree,40,50,10,0,,100,0,0,,1,2,3,5,4,7,6,Experts in ethics and social problems,Within 10-20 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Less distracted drivers,Safety for all,Within the past week,Daily,Never,Less than once a year,Daily,A few times a year,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,White,4 year degree,5th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5dd90a3435582289230264c8,20000,7,5,3,20,3,3,Not confident at all,Not very confident,Not very confident,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,65,10,0,,95,5,0,,3,2,1,5,4,7,6,The general public,Within 10-20 years,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,reduce transportation costs,public safety,Within the past year,A few times per week,Less than once a year,Never,A few times a year,A few times a year,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,White,Professional degree,5th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5dd9e1e0a4aa2696d9a15c0d,23335,10,12,9,20,10,6,Not very confident,Somewhat confident,Somewhat confident,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,20,65,15,0,,76,19,5,,3,2,1,4,5,6,7,Experts in technology,Within 10-20 years,Extremely uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Less imapaired drivers,technology failure accidents,Within the past few months,Daily,Less than once a year,Less than once a year,A few times per week,A few times a year,Disagree,Disagree,Somewhat agree,Agree,Agree,Agree,White,4 year degree,4th Rung,Part-Time,Male,United States,English,White,,No,United States
5ddc3ccd108b67ba3b7efa5a,37000,10,10,7,20,8,2,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,83,17,0,0,,100,0,0,,3,2,1,6,7,5,4,Experts in technology,Within 20-50 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,It costs less,It isn't human,Within the past few years,Daily,Less than once a year,Never,Never,A few times a year,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,White,Some college,6th Rung,Other,Female,United States,English,White,United States,No,United States
5ddc44d65a40f2bb49218200,25000,0,0,0,20,0,0,Not confident at all,Not confident at all,Not confident at all,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,29,71,0,0,,100,0,0,,3,2,1,7,5,4,6,Experts in ethics and social problems,It will never be widespread,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,"Save fuel, ride-sharing, reduce carbon emissions.","Safety issues, higher unemployment, potential hacking.",Within the past few months,A few times per week,Less than once a year,A few times a year,Less than once a year,A few times a year,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,White,2 year degree,4th Rung,Other,Female,United States,English,White,United States,No,United States
5ddc6decffc3d8bd5ec0419c,50000,8,10,5,20,5,5,Not very confident,Not very confident,Not very confident,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,100,0,0,0,,91,9,0,,1,4,3,7,2,5,6,Experts in technology,Within 5-10 years,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly uncomfortable,"Leisure, Technologically savvy, peace of mind ","Malfunctions, anxiety about use, untrustworthy ",Within the past year,A few times per week,A few times a year,Never,A few times a year,A few times a year,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,White,High school graduate,7th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5dde21012a30acd8ada645ec,25000,10,20,0,20,0,0,Not very confident,Somewhat confident,Somewhat confident,Disagree,Somewhat disagree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,50,50,0,0,,99,1,0,,3,1,2,4,5,6,7,Experts in technology,Within 5-10 years,Slightly comfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,errors by humans,no quick reaction,Within the past few years,Daily,Less than once a year,Less than once a year,A few times a year,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Black or African American,High school graduate,6th Rung,Full-Time,Male,United States,English,Black,United States,No,United States
5dde3c19ffc3d8d93883a10e,30000,8,8,6,20,6,2,Not very confident,Not very confident,Not very confident,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,50,25,0,,80,20,0,,2,5,1,4,3,7,6,Experts in technology,Within 5-10 years,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,fewer drivers needed,bad programming bugs,Within the past year,A few times per week,A few times a year,A few times a year,Less than once a year,A few times a year,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Asian,4 year degree,7th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Singapore,English,Asian,United States,No,Singapore
5ddecf14d3ac2affdc8df54c,42000,8,10,8,20,6,3,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,17,69,14,0,,91,9,0,,1,3,2,4,5,6,7,Experts in technology,Within 5-10 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Reducing human error,Weather affecting functionality ,Within the past month,Daily,A few times a year,A few times a year,A few times each month,A few times a year,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,White,4 year degree,6th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5ddf3b59b48da3e9ffc7e2d8,0,10,0,10,20,0,0,Not very confident,Not very confident,Somewhat confident,Strongly disagree,Strongly disagree,Disagree,Somewhat disagree,Strongly disagree,Disagree,0,100,0,0,,100,0,0,,1,3,2,5,4,6,7,Experts in ethics and social problems,Within 5-10 years,Extremely uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,avoiding drunk driving,hitting pedestrians,Within the past month,A few times per week,A few times a year,A few times a year,A few times per week,A few times a year,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly agree,White,Professional degree,3rd Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5de30ab87292b632fe85729d,0,10,0,10,20,0,0,Not very confident,Not very confident,Not very confident,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,51,49,0,0,,90,10,0,,1,4,6,2,3,5,7,The general public,Within 5-10 years,Moderately uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately uncomfortable,"environment, innovation, possible safety","unsafe, untrustworthy, scary ",Within the past month,A few times each month,Never,Never,Daily,A few times a year,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,White,Some college,5th Rung,Other,Female,United States,English,White,United States,Yes,United States
5de312e0733464341f5327a0,40000,12,10,5,20,5,2,Very confident,Very confident,Very confident,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,50,41,9,0,,92,8,0,,2,4,3,6,1,7,5,Experts in technology,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,convenience safety traffic,non-AVs mistakes jobs,Within the past month,Never,A few times each month,Never,Daily,A few times a year,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Disagree,White,Professional degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5de50461a1d49a0845d168fc,35000,20,20,10,20,10,7,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,80,0,20,0,,82,18,0,,2,5,4,1,3,6,7,Experts in technology,Within 5-10 years,Slightly uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly comfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly comfortable,avoid human errors,unexpected safety malfunction,Within the past few years,A few times per week,Less than once a year,Less than once a year,Less than once a year,A few times a year,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,White,Professional degree,2nd Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5de53b4cb0fb644b37460899,0,10,0,10,20,0,0,Not confident at all,Not confident at all,Not confident at all,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,60,0,40,0,,100,0,0,,2,3,1,5,4,6,7,The general public,Within 10-20 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Prevent Drunk Driving,Cheaply made components,Within the past month,Daily,Never,Never,Daily,A few times a year,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,White,4 year degree,6th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5de5538f8fde1c4dbc951498,30000,10,10,4,20,6,2,Not confident at all,Not very confident,Not very confident,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Disagree,30,50,0,20,other drivers,95,5,0,,3,2,1,4,7,6,5,The general public,Within 10-20 years,Slightly uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,"convenience, safety, rules","crashes, technology, repairs",Within the past few months,A few times each month,A few times a year,Never,Less than once a year,A few times a year,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,White,High school graduate,7th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5de5c2144fc566546a92ca68,75000,25,30,10,20,15,8,Not confident at all,Not very confident,Not confident at all,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,75,25,0,0,,85,15,0,,2,5,4,1,3,6,7,Experts in technology,Within 10-20 years,Extremely uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,"Innovation, technology","Accidents, injuries, death",Within the past few months,Daily,A few times a year,Never,Once a month,A few times a year,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,White,4 year degree,8th Rung,Unemployed (and job seeking),Female,United States,English,White,United States,No,United States
5de5dba9ff87c15699804260,40000,12,12,8,20,8,2,Not very confident,Somewhat confident,Not very confident,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,60,19,21,0,,80,20,0,,1,5,2,3,4,6,7,Experts in technology,Within 5-10 years,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly comfortable,"safety, convenience, comfort","computer malfunction, breakdown",Within the past week,Daily,Less than once a year,A few times a year,A few times each month,A few times a year,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,White,Some college,8th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5de6766e89d6b4000f71bc0d,0,0,0,0,20,0,0,Somewhat confident,Not confident at all,Not very confident,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,82,0,18,0,,100,0,0,,1,7,2,3,4,5,6,Experts in technology,Within 5-10 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,"Nothing , nothing, nothing","dangerous, risky, harmful",Within the past year,Daily,Once a month,Less than once a year,A few times each month,A few times a year,Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Other,Some college,7th Rung,Full-Time,Female,United States,English,Mixed,United States,No,United States
5de725062cf2046b154a29ad,40000,13,4,9,20,9,18,Somewhat confident,Very confident,Very confident,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,6,8,86,0,,33,43,24,,1,2,7,4,3,6,5,The government,Within 10-20 years,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,cheaper taxi fears,robot malfunction error,Within the past month,Once a month,A few times a year,Once a month,Less than once a year,A few times a year,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Black or African American,4 year degree,3rd Rung,Full-Time,Male,Dominica,English,Black,United States,No,United States
5de7999748241d708dc1b769,30000,15,12,10,20,6,10,Not confident at all,Somewhat confident,Not very confident,Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Disagree,29,71,0,0,,100,0,0,,5,3,2,1,6,4,7,The government,Within 20-50 years,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Slightly uncomfortable,easy timesaving fun,dangerous unreliable dumb,Within the past few months,Daily,Less than once a year,Less than once a year,Daily,A few times a year,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,White,2 year degree,5th Rung,Full-Time,Female,United States,English,White,United States,Yes,United States
5de7d67e253a5a017b1833e4,120000,10,10,10,20,10,2,Not very confident,Somewhat confident,Somewhat confident,Agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,20,70,10,0,,90,10,0,,1,3,4,2,5,7,6,The general public,Within 5-10 years,Slightly comfortable,Moderately comfortable,Slightly comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Extremely comfortable,"Safety, efficiency, productivity","Safety, employment, cost",Within the past week,A few times each month,A few times each month,A few times each month,A few times each month,A few times a year,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,White,Some college,3rd Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5de8312c9a9da57b0d318bc4,42000,6,5,4,20,3,2,Somewhat confident,Very confident,Somewhat confident,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,28,46,26,0,,68,32,0,,2,3,1,4,5,6,7,The government,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Extremely comfortable,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Moderately comfortable,"Commuting, Uber, trucking","Jobs, accidents, terrorists",Within the past few months,Daily,Never,Never,A few times a year,A few times a year,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,White,4 year degree,9th Rung,Part-Time,Male,United States,English,White,United States,No,United States
5de85ee6e4f42a7e18a6edf4,20000,6,1,6,20,1,1,Not confident at all,Somewhat confident,Not very confident,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,8,82,10,0,,90,10,0,,3,1,2,6,7,4,5,The general public,It will never be widespread,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,freedom from driving,accident liability claims,Within the past year,A few times per week,A few times a year,Never,A few times per week,A few times a year,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,White,Professional degree,5th Rung,Full-Time,Female,United States,English,White,United States,No,United States
5de9d78ebe656d10e1a26af6,0,16,0,12,20,0,0,Not very confident,Somewhat confident,Somewhat confident,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,0,100,0,0,,100,0,0,,1,5,3,6,7,2,4,The general public,Within 50-100 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Neither comfortable nor uncomfortable,Somewhat reduced accidents,"Hacking, software bugs",Within the past few months,A few times per week,A few times each month,Less than once a year,A few times a year,A few times a year,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,White,Professional degree,7th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5deace4b3a11681f3c184b57,40000,8,6,10,20,11,11,Not very confident,Somewhat confident,Somewhat confident,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,27,48,25,0,,75,15,10,,3,4,2,7,1,5,6,Experts in technology,Within 5-10 years,Slightly uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Extremely uncomfortable,Slightly uncomfortable,"Commodities, safety,  success ","Accident, hack, no for eveybody",Within the past year,Daily,Never,Never,Once a month,A few times a year,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Hispanic or Latinx,2 year degree,7th Rung,,Male,Dominican Republic,Spanish,Mixed,,No,Dominican Republic
5deb1fc973f2e923afb6891e,40000,10,10,7,20,6,2,Very confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,33,33,34,0,,21,79,0,,7,2,1,6,3,5,4,The general public,Within 5-10 years,Slightly comfortable,Moderately comfortable,Slightly comfortable,Moderately comfortable,Extremely comfortable,Moderately comfortable,Slightly comfortable,Extremely uncomfortable,Safer roads to drive one.,Malfunction causing the car to not stop or accelerate.,Within the past month,A few times per week,Once a month,A few times each month,Less than once a year,A few times a year,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,White,4 year degree,7th Rung,,Male,United States,English,White,United States,Yes,United States
5debf6e41afdec2e7ebfcd77,25000,20,12,14,20,10,2,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,0,85,15,0,,75,25,0,,1,3,2,5,4,6,7,The general public,Within 5-10 years,Slightly uncomfortable,Slightly comfortable,Moderately uncomfortable,Extremely comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Extremely comfortable,supposedly they will have faster reaction times than a human to avoid accidents,will all threats the computer sees be real and what is the chance of malfunction,Within the past year,A few times per week,A few times each month,Never,Daily,A few times a year,Disagree,Disagree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,American Indian or Alaska Native,4 year degree,6th Rung,Full-Time,Male,United States,English,Other,United States,No,United States
5dec30eb6c078132a7db440e,20000,10,10,10,20,10,5,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,29,41,30,0,,93,7,0,,2,4,3,1,5,6,7,The general public,Within 5-10 years,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,"safety, environment, productivity","safety, cost, monopoly",Within the past few months,A few times per week,Never,Never,Never,A few times a year,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,White,Professional degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,,No,United States
5dec8925be656d35d4005320,60000,10,15,8,20,10,2,Somewhat confident,Very confident,Very confident,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,10,90,0,0,,72,28,0,,1,4,2,3,7,5,6,Experts in technology,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,"safety, innovative, congestion","accidents, reliability, over-confidence",Within the past month,A few times per week,Once a month,A few times each month,A few times each month,A few times a year,Agree,Agree,Strongly agree,Agree,Agree,Disagree,White,4 year degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,,No,United States
